fixture_id,season,gamecode,source_event_order,provider_number_of_play,period,clock,team_code,play_type,player_id,player_name,play_info,score_a,score_b,comment,expected_incident_id,expected_parent_order,expected_ft_trip_id,expected_possession_end,expected_end_reason,review_status,label_confidence_pct
retained_possession_after_made_basket,2025,5,111,132,2,09:38,HTA,2FGM,P010550,"GINAT, TOMER","Two Pointer (1/1 -  2 pt)",30,26,,g5_q2_made_111,111,,TRUE,made_field_goal,provisional,90
retained_possession_after_made_basket,2025,5,112,133,2,09:36,HTA,AS,P010568,"JONES, CHRIS","Assist (3)",,,,g5_q2_made_111,111,,FALSE,,confirmed,99
retained_possession_after_made_basket,2025,5,113,134,2,09:20,BAR,3FGA,P007464,"PARRA, JOEL","Missed Three Pointer (0/1 -  0 pt)",,,,g5_q2_miss_113,113,,TRUE,miss_defensive_rebound,confirmed,99
retained_possession_after_made_basket,2025,5,114,135,2,09:18,HTA,D,P010568,"JONES, CHRIS","Def Rebound (1)",,,,g5_q2_miss_113,113,,FALSE,,confirmed,99
retained_possession_after_challenge,2025,60,220,239,2,02:27,PAN,2FGA,P005353,"YURTSEVEN, OMER","Missed Two Pointer (2/4 -  4 pt)",,,,g60_q2_miss_220,220,,TRUE,miss_defensive_rebound,confirmed,99
retained_possession_after_challenge,2025,60,221,240,2,02:24,VIR,D,P001844,"HACKETT, DANIEL","Def Rebound (4)",,,,g60_q2_miss_220,220,,FALSE,,confirmed,99
retained_possession_after_challenge,2025,60,222,241,2,02:20,VIR,2FGM,P005422,"JALLOW, KARIM","Two Pointer (3/7 -  6 pt)",40,29,,g60_q2_made_222,222,,TRUE,made_field_goal,provisional,90
retained_possession_after_challenge,2025,60,223,242,2,02:19,VIR,AS,P001844,"HACKETT, DANIEL","Assist (1)",,,,g60_q2_made_222,222,,FALSE,,confirmed,99
retained_possession_after_challenge,2025,60,224,243,2,02:19,PAN,CM,P012774,"NUNN, KENDRICK","Foul (2)",,,,g60_q2_personal_224,224,,FALSE,,provisional,90
retained_possession_after_challenge,2025,60,225,244,2,02:19,VIR,RV,P011987,"EDWARDS, CARSEN","Foul Drawn (2)",,,,g60_q2_personal_224,224,,FALSE,,provisional,90
retained_possession_after_challenge,2025,60,226,245,2,02:19,PAN,IN,P004451,"KOUZELOGLOU, IOANNIS",In,,,,,226,,FALSE,,confirmed,99
retained_possession_after_challenge,2025,60,227,246,2,02:19,PAN,OUT,P005353,"YURTSEVEN, OMER",Out,,,,,227,,FALSE,,confirmed,99
retained_possession_after_challenge,2025,60,228,247,2,02:19,VIR,CCH,,,"Coach Challenge (1)",,,,,228,,FALSE,,provisional,90
retained_possession_after_challenge,2025,60,229,282,2,02:19,VIR,3FGA,P011987,"EDWARDS, CARSEN","Missed Three Pointer (0/3 -  10 pt)",,,,g60_q2_miss_229,229,,TRUE,miss_defensive_rebound,provisional,90
retained_possession_after_challenge,2025,60,230,250,2,02:13,PAN,D,P004088,"OSMAN, CEDI","Def Rebound (2)",,,,g60_q2_miss_229,229,,FALSE,,confirmed,99
period_end_offensive_rebound,2025,300,238,274,2,00:03,OLY,3FGA,P013380,"FOURNIER, EVAN","Missed Three Pointer (0/2 -  2 pt)",,,,g300_q2_miss_238,238,,FALSE,,confirmed,99
period_end_offensive_rebound,2025,300,239,276,2,00:00,OLY,O,P009849,"DORSEY, TYLER","Off Rebound (1)",,,,g300_q2_miss_238,238,,TRUE,period_end_offensive_rebound,confirmed,99
period_end_offensive_rebound,2025,300,240,278,2,,,EP,,,"End Period",,,,,240,,FALSE,,confirmed,99
made_basket_dead_ball_ft,2025,54,271,311,2,00:05,ZAL,2FGM,P008192,"TUBELIS, AZUOLAS","Two Pointer (3/4 -  6 pt)",39,50,,g54_q2_made_dead_ball_ft_271,271,,FALSE,,confirmed,98
made_basket_dead_ball_ft,2025,54,272,312,2,00:05,ZAL,AS,P007975,"FRANCISCO, SYLVAIN","Assist (3)",,,,g54_q2_made_dead_ball_ft_271,271,,FALSE,,confirmed,98
made_basket_dead_ball_ft,2025,54,273,306,2,00:05,BAR,CM,P001133,"SHENGELIA, TORNIKE","Foul (2)",,,,g54_q2_made_dead_ball_ft_271,271,,FALSE,,confirmed,98
made_basket_dead_ball_ft,2025,54,274,307,2,00:05,ZAL,RV,P007975,"FRANCISCO, SYLVAIN","Foul Drawn (4)",,,,g54_q2_made_dead_ball_ft_271,271,,FALSE,,confirmed,98
made_basket_dead_ball_ft,2025,54,275,313,2,00:05,ZAL,FTM,P007975,"FRANCISCO, SYLVAIN","Free Throw In (3/3 -  5 pt)",39,51,,g54_q2_made_dead_ball_ft_271,271,g54_q2_dead_ball_ft,FALSE,,confirmed,98
made_basket_dead_ball_ft,2025,54,276,314,2,00:05,ZAL,FTM,P007975,"FRANCISCO, SYLVAIN","Free Throw In (4/4 -  6 pt)",39,52,,g54_q2_made_dead_ball_ft_271,271,g54_q2_dead_ball_ft,TRUE,made_basket_dead_ball_ft,confirmed,98
made_basket_dead_ball_ft,2025,54,277,315,2,00:05,ZAL,OUT,P007975,"FRANCISCO, SYLVAIN",Out,,,,g54_q2_sub_277,277,,FALSE,,confirmed,99
made_basket_dead_ball_ft,2025,54,278,316,2,00:05,ZAL,IN,P009299,"RUBSTAVICIUS, MANTAS",In,,,,g54_q2_sub_278,278,,FALSE,,confirmed,99
made_basket_dead_ball_ft,2025,54,279,317,2,00:00,BAR,2FGA,P000925,"VESELY, JAN","Missed Two Pointer (1/3 -  3 pt)",,,,g54_q2_period_end_miss_279,279,,TRUE,period_end_miss,confirmed,99
made_basket_dead_ball_ft,2025,54,280,319,2,,,EP,,,"End Period",,,,g54_q2_end_period_280,280,,FALSE,,confirmed,99
new_foul_closes_special_ft_trip,2025,81,492,530,3,01:33,PRS,2FGA,P009664,"WILLIS, DEREK","Missed Two Pointer (0/4 -  0 pt)",,,,g81_q3_miss_492,492,,TRUE,miss_defensive_rebound,confirmed,99
new_foul_closes_special_ft_trip,2025,81,493,531,3,01:28,MUN,D,P014162,"DINWIDDIE, SPENCER","Def Rebound (2)",,,,g81_q3_miss_492,492,,FALSE,,confirmed,99
new_foul_closes_special_ft_trip,2025,81,494,536,3,01:28,MUN,OF,P013386,"MCCORMACK, DAVID","Offensive Foul (4)",,,,g81_q3_offensive_foul_494,494,,FALSE,,confirmed,98
new_foul_closes_special_ft_trip,2025,81,495,537,3,01:28,MUN,TO,P013386,"MCCORMACK, DAVID","Turnover (1)",,,,g81_q3_offensive_foul_494,494,,TRUE,turnover,confirmed,98
new_foul_closes_special_ft_trip,2025,81,496,538,3,01:28,PRS,RV,P013373,"CAVALIERE, LEOPOLD","Foul Drawn (1)",,,,g81_q3_offensive_foul_494,494,,FALSE,,confirmed,98
new_foul_closes_special_ft_trip,2025,81,497,539,3,01:28,MUN,B,CO_B,,"Bench Foul (1)",,,,g81_q3_bench_foul_497,497,,FALSE,,confirmed,98
new_foul_closes_special_ft_trip,2025,81,498,540,3,01:28,PRS,FTM,P014008,"ROBINSON, JUSTIN","Free Throw In (5/6 -  17 pt)",64,63,,g81_q3_bench_foul_497,497,g81_q3_bench_ft,FALSE,,confirmed,98
new_foul_closes_special_ft_trip,2025,81,499,541,3,01:22,MUN,CM,P014162,"DINWIDDIE, SPENCER","Foul (4)",,,,g81_q3_personal_499,499,,FALSE,,confirmed,98
new_foul_closes_special_ft_trip,2025,81,500,542,3,01:22,PRS,RV,P014008,"ROBINSON, JUSTIN","Foul Drawn (5)",,,,g81_q3_personal_499,499,,FALSE,,confirmed,98
new_foul_closes_special_ft_trip,2025,81,501,543,3,01:22,PRS,FTM,P014008,"ROBINSON, JUSTIN","Free Throw In (6/7 -  18 pt)",65,63,,g81_q3_personal_499,499,g81_q3_personal_ft,FALSE,,confirmed,98
new_foul_closes_special_ft_trip,2025,81,502,544,3,01:22,PRS,FTM,P014008,"ROBINSON, JUSTIN","Free Throw In (7/8 -  19 pt)",66,63,,g81_q3_personal_499,499,g81_q3_personal_ft,FALSE,,confirmed,98
new_foul_closes_special_ft_trip,2025,81,503,545,3,01:22,PRS,FTA,P014008,"ROBINSON, JUSTIN","Missed Free Throw (7/9 -  19 pt)",,,,g81_q3_personal_499,499,g81_q3_personal_ft,TRUE,final_ft_miss_defensive_rebound,confirmed,98
new_foul_closes_special_ft_trip,2025,81,504,546,3,01:22,MUN,D,P011244,"DA SILVA, OSCAR","Def Rebound (2)",,,,g81_q3_personal_499,499,,FALSE,,confirmed,98
unsportsmanlike_turnover_then_retained_ball,2025,18,115,126,1,00:52,BAR,2FGA,P013269,"CALE, MYLES","Missed Two Pointer (0/2 -  3 pt)",,,,g18_q1_miss_115,115,,TRUE,miss_defensive_rebound,confirmed,99
unsportsmanlike_turnover_then_retained_ball,2025,18,116,127,1,00:50,PAN,D,P012712,"HERNANGOMEZ, JUANCHO","Def Rebound (2)",,,,g18_q1_miss_115,115,,FALSE,,confirmed,99
unsportsmanlike_turnover_then_retained_ball,2025,18,117,128,1,00:42,PAN,CMU,P005353,"YURTSEVEN, OMER","Unsportsmanlike Foul  (1)",,,,g18_q1_unsports_117,117,,FALSE,,confirmed,98
unsportsmanlike_turnover_then_retained_ball,2025,18,118,129,1,00:42,PAN,TO,P005353,"YURTSEVEN, OMER","Turnover (1)",,,,g18_q1_unsports_117,117,,TRUE,turnover,confirmed,98
unsportsmanlike_turnover_then_retained_ball,2025,18,119,130,1,00:42,BAR,RV,P000925,"VESELY, JAN","Foul Drawn (1)",,,,g18_q1_unsports_117,117,,FALSE,,confirmed,98
unsportsmanlike_turnover_then_retained_ball,2025,18,120,131,1,00:42,PAN,OUT,P004088,"OSMAN, CEDI",Out,,,,g18_q1_sub_120,120,,FALSE,,confirmed,99
unsportsmanlike_turnover_then_retained_ball,2025,18,121,132,1,00:42,PAN,IN,P014011,"HOLMES, RICHAUN",In,,,,g18_q1_sub_121,121,,FALSE,,confirmed,99
unsportsmanlike_turnover_then_retained_ball,2025,18,122,133,1,00:42,PAN,IN,P011085,"ROGKAVOPOULOS, NIKOLAOS",In,,,,g18_q1_sub_122,122,,FALSE,,confirmed,99
unsportsmanlike_turnover_then_retained_ball,2025,18,123,134,1,00:42,PAN,OUT,P005353,"YURTSEVEN, OMER",Out,,,,g18_q1_sub_123,123,,FALSE,,confirmed,99
unsportsmanlike_turnover_then_retained_ball,2025,18,124,135,1,00:42,BAR,CCH,,,"Coach Challenge (1)",,,,g18_q1_challenge_124,124,,FALSE,,confirmed,98
unsportsmanlike_turnover_then_retained_ball,2025,18,125,136,1,00:42,BAR,FTM,P000925,"VESELY, JAN","Free Throw In (1/1 -  1 pt)",17,24,,g18_q1_unsports_117,117,g18_q1_unsports_ft,FALSE,,confirmed,98
unsportsmanlike_turnover_then_retained_ball,2025,18,126,137,1,00:42,BAR,FTA,P000925,"VESELY, JAN","Missed Free Throw (1/2 -  1 pt)",,,,g18_q1_unsports_117,117,g18_q1_unsports_ft,FALSE,,confirmed,98
unsportsmanlike_turnover_then_retained_ball,2025,18,127,138,1,00:36,BAR,2FGM,P013269,"CALE, MYLES","Two Pointer (1/3 -  5 pt)",17,26,,g18_q1_made_127,127,,TRUE,made_field_goal,confirmed,99
unsportsmanlike_turnover_then_retained_ball,2025,18,128,139,1,00:17,PAN,2FGA,P011204,"GRANT, JERIAN","Missed Two Pointer (0/1 -  0 pt)",,,,g18_q1_miss_128,128,,TRUE,miss_defensive_rebound,confirmed,99
unsportsmanlike_turnover_then_retained_ball,2025,18,129,140,1,00:15,BAR,D,P014134,"NORRIS, MILES","Def Rebound (1)",,,,g18_q1_miss_128,128,,FALSE,,confirmed,99
foul_offensive_rebound_before_free_throws,2025,30,281,308,2,02:38,ULK,3FGA,P014124,"HORTON TUCKER, TALEN","Missed Three Pointer (1/2 -  6 pt)",,,,g30_q2_miss_281,281,,FALSE,,confirmed,98
foul_offensive_rebound_before_free_throws,2025,30,282,309,2,02:37,ULK,O,P011205,"HALL, DEVON","Off Rebound (1)",,,,g30_q2_miss_281,281,,FALSE,,confirmed,98
foul_offensive_rebound_before_free_throws,2025,30,283,310,2,02:30,ULK,3FGA,P006961,"BIBEROVIC, TARIK","Missed Three Pointer (0/1 -  0 pt)",,,,g30_q2_miss_283,283,,FALSE,,confirmed,98
foul_offensive_rebound_before_free_throws,2025,30,284,311,2,02:29,RED,CM,P004866,"KALINIC, NIKOLA","Foul (2)",,,,g30_q2_personal_284,284,,FALSE,,confirmed,98
foul_offensive_rebound_before_free_throws,2025,30,285,312,2,02:29,ULK,RV,P012613,"JANTUNEN, MIKAEL","Foul Drawn (3)",,,,g30_q2_personal_284,284,,FALSE,,confirmed,98
foul_offensive_rebound_before_free_throws,2025,30,286,313,2,02:29,ULK,O,,,"Off Rebound (2)",,,,g30_q2_provider_rebound_286,286,,FALSE,,provisional,90
foul_offensive_rebound_before_free_throws,2025,30,287,314,2,02:29,ULK,FTM,P012613,"JANTUNEN, MIKAEL","Free Throw In (5/5 -  7 pt)",26,37,,g30_q2_personal_284,284,g30_q2_personal_ft,FALSE,,confirmed,98
foul_offensive_rebound_before_free_throws,2025,30,288,315,2,02:29,ULK,FTM,P012613,"JANTUNEN, MIKAEL","Free Throw In (6/6 -  8 pt)",27,37,,g30_q2_personal_284,284,g30_q2_personal_ft,TRUE,ordinary_ft_trip_final_make,confirmed,98
foul_offensive_rebound_before_free_throws,2025,30,289,316,2,02:29,ULK,IN,P002849,"MELLI, NICOLO",In,,,,g30_q2_sub_289,289,,FALSE,,confirmed,99
foul_offensive_rebound_before_free_throws,2025,30,290,317,2,02:29,ULK,OUT,P012613,"JANTUNEN, MIKAEL",Out,,,,g30_q2_sub_290,290,,FALSE,,confirmed,99
foul_offensive_rebound_before_free_throws,2025,30,291,318,2,02:12,RED,TO,P011305,"CARTER, TYSON","Turnover (1)",,,,g30_q2_turnover_291,291,,TRUE,turnover,confirmed,99
compound_penalty_after_turnover_single_endpoint,2025,90,576,631,4,00:13,ZAL,CM,P007975,"FRANCISCO, SYLVAIN","Foul (2)",,,,g90_q4_personal_576,576,,FALSE,,provisional,90
compound_penalty_after_turnover_single_endpoint,2025,90,577,632,4,00:13,PAM,RV,P010042,"MONTERO, JEAN","Foul Drawn (4)",,,,g90_q4_personal_576,576,,FALSE,,confirmed,98
compound_penalty_after_turnover_single_endpoint,2025,90,578,634,4,00:13,PAM,CMU,P010042,"MONTERO, JEAN","Unsportsmanlike Foul  (4)",,,,g90_q4_unsports_578,578,,FALSE,,confirmed,98
compound_penalty_after_turnover_single_endpoint,2025,90,579,635,4,00:13,PAM,TO,P010042,"MONTERO, JEAN","Turnover (3)",,,,g90_q4_unsports_578,578,,TRUE,turnover,confirmed,98
compound_penalty_after_turnover_single_endpoint,2025,90,580,636,4,00:13,ZAL,RV,P007975,"FRANCISCO, SYLVAIN","Foul Drawn (5)",,,,g90_q4_unsports_578,578,,FALSE,,confirmed,98
compound_penalty_after_turnover_single_endpoint,2025,90,581,637,4,00:13,ZAL,OUT,P008192,"TUBELIS, AZUOLAS",Out,,,,g90_q4_sub_581,581,,FALSE,,confirmed,99
compound_penalty_after_turnover_single_endpoint,2025,90,582,638,4,00:13,ZAL,IN,P007032,"LO, MAODO",In,,,,g90_q4_sub_582,582,,FALSE,,confirmed,99
compound_penalty_after_turnover_single_endpoint,2025,90,583,639,4,00:13,ZAL,IN,P011927,"SLEVA, DUSTIN",In,,,,g90_q4_sub_583,583,,FALSE,,confirmed,99
compound_penalty_after_turnover_single_endpoint,2025,90,584,640,4,00:13,ZAL,OUT,P014124,"BUTKEVICIUS, ARNAS",Out,,,,g90_q4_sub_584,584,,FALSE,,confirmed,99
compound_penalty_after_turnover_single_endpoint,2025,90,585,641,4,00:13,PAM,FTM,P010042,"MONTERO, JEAN","Free Throw In (2/2 -  14 pt)",80,75,,g90_q4_personal_576,576,g90_q4_personal_ft,FALSE,,provisional,90
compound_penalty_after_turnover_single_endpoint,2025,90,586,642,4,00:13,PAM,FTM,P010042,"MONTERO, JEAN","Free Throw In (3/3 -  15 pt)",81,75,,g90_q4_personal_576,576,g90_q4_personal_ft,FALSE,,provisional,90
compound_penalty_after_turnover_single_endpoint,2025,90,587,643,4,00:13,ZAL,FTM,P007975,"FRANCISCO, SYLVAIN","Free Throw In (1/1 -  12 pt)",81,76,,g90_q4_unsports_578,578,g90_q4_unsports_ft,FALSE,,provisional,90
compound_penalty_after_turnover_single_endpoint,2025,90,588,644,4,00:13,ZAL,FTM,P007975,"FRANCISCO, SYLVAIN","Free Throw In (2/2 -  13 pt)",81,77,,g90_q4_unsports_578,578,g90_q4_unsports_ft,FALSE,,provisional,90
compound_penalty_after_turnover_single_endpoint,2025,90,589,645,4,00:02,ZAL,2FGM,P007975,"FRANCISCO, SYLVAIN","Two Pointer (5/7 -  15 pt)",81,79,,g90_q4_made_589,589,,TRUE,made_field_goal,confirmed,99
